7581	Современная квартира с балконом	Идеально подходит для отдыха. Уютный дом с большим двором и садом. Отличное место для семейного отдыха.	2024-09-13T15:36:22.243Z	Hamburg	https://example.com/preview3.jpg	https://example.com/photo4.jpg;https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg;https://example.com/photo8.jpg;https://example.com/photo9.jpg	true	false	3	room	5	9	97966	Laptop friendly workspace	https://example.com/user/3	4	48.85661	2.351499
65592	Комфортная квартира в центре	Отличное место для семейного отдыха.	2024-09-19T15:36:22.246Z	Paris	https://example.com/preview3.jpg	https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg;https://example.com/photo8.jpg	true	false	1	house	1	5	28037	Washer;Fridge;Towels;Baby seat;Laptop friendly workspace	https://example.com/user/2	1	50.938361	6.959974
68164	Современная квартира с балконом	Уютный дом с большим двором и садом. Отличное место для семейного отдыха.	2024-09-17T15:36:22.247Z	Cologne	https://example.com/preview2.jpg	https://example.com/photo8.jpg;https://example.com/photo9.jpg	false	false	5	hotel	7	5	36691	Washer;Fridge;Towels;Baby seat;Laptop friendly workspace	https://example.com/user/3	6	51.225402	6.776314
28270	Студия в историческом центре	Идеально подходит для отдыха.	2024-09-16T15:36:22.248Z	Amsterdam	https://example.com/preview2.jpg	https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg;https://example.com/photo8.jpg;https://example.com/photo9.jpg	false	false	1	house	6	4	33492	Washer;Fridge;Towels;Baby seat;Laptop friendly workspace	https://example.com/user/3	4	48.85987	2.353465
89233	Комфортная квартира в центре	Уютный дом с большим двором и садом. Отличное место для семейного отдыха.	2024-09-16T15:36:22.248Z	Dusseldorf	https://example.com/preview3.jpg	https://example.com/photo3.jpg;https://example.com/photo4.jpg;https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg	true	true	2	hotel	5	9	82373	Laptop friendly workspace	https://example.com/user/1	2	48.85987	2.353465
98775	Современная квартира с балконом	Отличное место для семейного отдыха.	2024-09-17T15:36:22.249Z	Brussels	https://example.com/preview.jpg	https://example.com/photo2.jpg;https://example.com/photo3.jpg;https://example.com/photo4.jpg;https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg	true	true	2	apartment	5	1	32574	Air conditioning	https://example.com/user/2	8	48.85987	2.353465
42456	Современная квартира с балконом	Уютный дом с большим двором и садом. Отличное место для семейного отдыха.	2024-09-15T15:36:22.249Z	Brussels	https://example.com/preview.jpg	https://example.com/photo8.jpg;https://example.com/photo9.jpg	true	true	3	apartment	7	7	25303	Washer;Fridge;Towels	https://example.com/user/1	11	48.85987	2.353465
76908	Комфортная квартира в центре	Просторная и светлая квартира с современным ремонтом. Идеально подходит для отдыха. Уютный дом с большим двором и садом.	2024-09-13T15:36:22.250Z	Paris	https://example.com/preview.jpg	https://example.com/photo8.jpg;https://example.com/photo9.jpg	true	false	4	apartment	7	5	38881	Washer;Fridge;Towels;Baby seat;Laptop friendly workspace	https://example.com/user/3	2	50.938361	6.959974
93187	Комфортная квартира в центре	Просторная и светлая квартира с современным ремонтом.	2024-09-15T15:36:22.250Z	Cologne	https://example.com/preview.jpg	https://example.com/photo3.jpg;https://example.com/photo4.jpg;https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg;https://example.com/photo8.jpg	true	true	1	house	3	10	99311	Laptop friendly workspace	https://example.com/user/1	0	48.85987	2.353465
98709	Современная квартира с балконом	Идеально подходит для отдыха. Уютный дом с большим двором и садом. Отличное место для семейного отдыха.	2024-09-19T15:36:22.251Z	Paris	https://example.com/preview2.jpg	https://example.com/photo2.jpg;https://example.com/photo3.jpg;https://example.com/photo4.jpg;https://example.com/photo5.jpg;https://example.com/photo6.jpg;https://example.com/photo7.jpg	true	true	3	house	6	3	5106	Washer;Fridge	https://example.com/user/2	1	48.85987	2.353465
